station_id,hw_group,start_date,end_date,duration_days,mean_anomaly,max_anomaly
8100467,4295,2021-02-22,2021-02-24,3,4.756989247311829,6.074193548387098
8100467,4299,2021-03-10,2021-03-12,3,6.223655913978495,8.187096774193549
8100467,4303,2021-03-21,2021-03-26,6,8.440860215053764,10.758064516129032
8100467,4307,2021-04-07,2021-04-09,3,4.412903225806452,5.516129032258065
8100467,4319,2021-05-21,2021-05-23,3,7.864444444444445,11.423333333333332
8100467,4323,2021-06-02,2021-06-05,4,6.005645161290323,7.95483870967742
8100467,4331,2021-06-26,2021-06-29,4,4.282930107526882,5.067741935483873
8100467,4337,2021-08-10,2021-08-14,4,4.58467741935484,6.312903225806455
8100467,4339,2021-08-17,2021-08-19,3,5.310752688172041,6.812903225806448
8100467,4341,2021-08-23,2021-08-26,4,4.65,5.258064516129032
